Gene name	1-Control7D-1	12-Control14D-4	13-Bleo14D-1	15-Bleo14D-3	16-Bleo14D-4	17-Bleo14D-5	18-Bleo14D-6	22-Control21D-6	11-Control14D-3	32-Control28D-8
Morc4	119.3027	94.6393	118.22138	125.6586	96.9721	94.45731	126.4042	100.6625	99.6167	124.97787
Morf4l1	7914.53281	8127.2775	7956.1104	9144.3319	7458.62787	7176.76031	8475.6353	8638.68257	7610.7517	8551.0742
Morf4l2	2928.90238	3000.31209	4900.21749	5762.80948	4220.61572	4314.19804	4354.72743	3495.102568	2899.73673	3009.52954
Morn1	164.6841	172.2626	93.9478	122.31	108.8103	94.1748	147.9939	162.3043	137.849	186.38512
Morn2	104	86	40.99998	34	35	47	81	93	85	82
Morn3	75.14001	69.3002	41.3594	51.2798	51.42609	65.36702	69.60233	106.82502	71.3796	97.35735
Morn4	124.803	109.192	132.91	83.0515	86.5068	95.5541	190.767	108.103	123.191	131.371
Morn5	25	25	13	12	20	19	17	17	28	28
Mos	0	0	0	0	1	2	1	0	0	0
Mosmo	699.2273	727.1129	656.9311	934.4747	608.5215	698.0372	693.8865	820.059	732.5445	746.7999
Mospd1	264.0563	266.0568	381.1924	356.653	308.289	239.0735	343.1049	319.0223	227.5182	274.927
Mospd2	1519.2027	1364.023	1038.5914	1350.251	1045.075	1086.3035	1275.405	1524.548	1620.053	1406.9089
Mospd3	712.10404	623.50057	666.7855	693.70914	594.2525	690.6324	782.85236	611.75667	608.89134	665.2789
Mov10	578.312	586.8844	531.7111	336.5222002	419.9281	414.5184	528.5319	619.983	588.35707	704.2436
Mov10l1	6	6.000001	8	2.000005	8.08438	0	5.000005	6	5	8
Moxd1	12	7	13	10.7198	21	13.9594	15	17	6	9
Moxd2	0	0	0	0	0	0	2	0	0	1
Mpc1	1148.3786	1157.73852	1130.40278	1513.51045	1119.73608	1180.90205	1297.34793	1165.67169	978.90449	1187.74165
Mpc2	619.851	593.977	558.591	641.535	429.406	512.857	638.823	653	592.799	622.728
Mpdu1	502.9269	512.97178	751.53273	622.689	652.1103	663.33531	808.2925	549.2443	544.3428	552.6185
Mpdz	773.69196	781.14594	954.73246	1368.876	997.41769	1019.183	1113.6145	1018.6567	736.0296	853.20082
Mpeg1	4258	5111	12572	10858	13368	14250	14271	5098	5319	7129
Mpg	222.054	211.048	330.079	340.282	231.993	212.837	243.771	201.712	202.013	182.48
Mphosph10	400.036	414.093	440.088	531.496	406.923	338.995	458.884	427.651	372.428	385.175
Mphosph6	301.287	283.615	355.466	480.488	310.81	306.77	352.621	275.887	239.915	285.5
Mphosph8	591.415	565.781	606.95	640.59	539.623	597.108	587.547	613.321	588.311	585.035
Mphosph9	174.559	223.021	255.207	253.802	227.735	186.093	282.792	214.745	222.76	212.633
Mpi	296.286	305.371	460.161	499.425	467.873	445.644	465.94	314.237	320.083	304.501
Mpig6b	59	70	29.99996	28.99999	31.99997	21.99995	28.99996	59	45	83
Mpl	24.00001	27	6	8	17	9	22.99998	32.00004	27.4299	35.99997
Mplkip	234.715	252.9464	209.9879	251.3633	219.3646	230.6552	245.9514	290.1039	224.1637	243.3224
Mpnd	740.19276	722.65742	694.98284	609.86983	638.54467	681.57805	854.7046	803.58841	749.83081	758.38701
Mpo	0	3.03273	2.02735	8.27307	2.03464	8.09009	6.04765	7.03249	6.05776	5
Mpp1	1040.86466	1203.805319	1583.66797	1595.09726	1288.93961	1412.80652	1437.2144	1158.55174	1061.40653	1347.7346
Mpp2	586.6420021	594.8051	526.8462	528.9997	499	563.0004	696.9998	610.7030028	508.41	565.842
Mpp3	97.3135	59.83757	75.7808	124.19821	93.59907	93.8829	134.74848	163.881	101.59891	112.26275
Mpp4	21.702811	16.3994	6.12179	3.0102	9.43052	11.67891	15.66793	16.60976	20.45821	11.0822
Mpp7	493.32541	472.25602	410.99017	593.26681	400.06109	524.0965	606.64705	584.3302	543.51783	556.45265
Mppe1	477.166	426.228	375.023	310.714	365.018	377.194	422.493	503.615	460.008	544.693
Mpped1	21	13.00002	27.41412	36.99999	40.00001	34.0000243	26.99996	18.99999654	18.33156199	22.2872058
Mpped2	79.000003	90.5871	23.000027	31.99998	31.02467	44	57	108.17951	76.9999762	54.372275
Mprip	14318.754	15237.346	16159.19807	21023.98802	14101.1682	16618.843	17181.6617	16931.103	14675.37	15805.756
Mpst	562.9211	541.99956	451.99955	430.94512	452.0002	493.00052	517.99973	633.9173	533.8386	584.9655
Mptx1	0	0	0	0	0	0	0	0	0	0
Mptx2	0	0	0	1	0	0	0	0	0	0
Mpv17	796.87276	826.43807	592.0355	675.08574	627.05506	633.5546	724.35084	816.65294	707.04184	818.26983
Mpv17l	296.2193	287.89556	197.81074	276.4277	269.39473	231.12778	307.23261	309.78105	307.84509	320.42593
Mpv17l2	380.613	435.5	530.342	545.26	394.178	469.087	536.596	444.379	403.188	442.95
Mpz	61.585482	70.0285304	13.999992	13.9999954	17.40239456	27.0000424	15.878292	63.1064622	61.660319	55.0346006
Mpzl1	981.7498	1011.71213	973.3451	1118.25396	945.3988	1000.32814	1336.76277	1146.62603	1208.62733	1050.63958
Mpzl2	135.99975	102	191.83472	176	134.94429	152.94564	204.99987	129.00017	134.78029	121
Mpzl3	102.808	137.987	273.97	262.087	197.642	189.539	156.865	144.97	116.943	168
Mr1	332.493	410.342	628.917	604.641	684.894	702.228	755.617	393.427	451.088	437.662
Mrap	15.4814	10.8755	42.6057	73.0326	45.1169	26.5168	17.8482	12.292	8.37187	20.9969
Mrap2	11	7.00004	16.2271	22.0002	8.1258	6.00002	13.3941	15.1799	12.6792	19.9587
Mras	470.46023	455.0003	597.65624	605.26787	512.47222	546.7427	623.62482	537.2857	526.2746	427.1706833
Mrc1	1162.06	1274.81	5994.62	9724.24	5740.27	5138.53	3773.45	1203.65	1370.03	1313.65
Mrc2	4498.3542	5020.542	6265.11	6678.0668	6665.33	7528.7364	8193.8601	5249.81	5019.57585	5084.7706
Mre11a	273.720429	259.21129	379.82856	440.532	376.4799	394.16982	371.84007	312.4079	269.7045	312.0409
Mreg	71	81	131	113	92	107	122	91	75	86
Mrfap1	4536.98	4680.97	4822.99	4585.98	4109.95	4509.98	5080.99	5306.99	4399.99	4818
Mrgbp	81.3698	61.13776	122.9648	107.0847	117.1754	82.6333	109.7308	106.2627	90.1805	115.9495
Mrgpra1	0	0	0	0	0	1	0	0	0	0
Mrgpra2a	0	0	2.16734	0	0	0	0	1.41192	0	1.91116
Mrgpra2b	7	4	16.8327	0	4	0	0	5.58808	6	41.0888
Mrgpra3	0	0	0	0	0	0	0	0	0	0
Mrgpra4	0	0	0	0	0	0	0	0	0	0
Mrgpra6	0	0	0	0	0	0	2	0	0	1
Mrgpra9	0	0	0	0	0	0	0	0	0	0
Mrgprb1	5.00432	10.3229	1.03891	1.00207	4.12047	1.04335	3.11342	2.05128	5.09423	4.00972
Mrgprb2	0	0	2	0	1	1	0	0	1	2
Mrgprb3	0	0	0	0	0	0	0	0	0	0
Mrgprb4	0	0	0	0	0	0	0	0	0	0
Mrgprb5	0	0	0	0	0	0	0	0	0	0
Mrgprb8	0	0	0	0	0	0	0	0	0	0
Mrgprd	0	0	0	0	0	0	0	0	1	0
Mrgpre	129.208	125.633	165.995	181.721	164.263	192.245	201.057	146.981	125.832	145.183
Mrgprf	115.99983	131	132	153.0001	130	116	112	109	89	98
Mrgprg	0	0	0	0	0	0	0	0	0	0
Mrgprh	0	0	0	0	3	0	0	0	3	1
Mrgprx1	0	0	0	0	0	0	0	0	0	0
Mrgprx2	2	1	0	0	1	4	0	2	0	0
Mri1	365.9216	342.4973	367.5532	346.274	299.5715	321.27428	339.0541	327.3082	318.412	350.8011
Mrln	5.70258	3	1.4397	3.70989	1	0	0	0	6.3634	8
Mrm1	202.863	179	198.416	171.691	212.929	182.886	199.371	192.887	203.003	214.39
Mrm2	139	119	113	120	96	125	174	155	168	171
Mrm3	65.0893	73.8699	87.9975	69.9203	89.6532	53.7158	76	78.9314	58.4997	88.1758
Mrnip	50.6895	34.8564	49.5807	41.8806	38.4453	40.9526	60.341	34.036	57.4827	42.4982
Mro	5.0029	13.00187	7.00625	15.00105	12.006652	5.00292	11.02611	6	9.000001	9.006
Mroh1	1554.5252	1708.51666	1960.208241	2050.319001	1795.958791	1973.21395	1960.70523	1597.80257	1470.44712	1620.15285
Mroh2a	197.99968	207.0000134	145.000472	147.999578	112.999961	149.0003373	249.999879	182.0001291	169.000391	201.000161
Mroh2b	0	0	0	0	0	0	0	0	0	0
Mroh3	0	0	0	0	3.67333	0	0	0	0	0
Mroh4	0	0	0	1	0	1	0	0	0	0
Mroh5	4	4.18851	3.52755	2	0	0	1	6.14045	2	2
Mroh6	5	4	13	5	9	13	9	13	5	11
Mroh7	6.14379	6.90647	4.09462	0	3.68067	0	0	5.07889	0	4.10241
Mroh8	0	1.2376	1.10496	5.42117	5.52616	0	5.30902	0	0	4.36391
Mroh9	0	0	0	0	0	0	0	0	1	0
Mrpl1	192.6696	209.6589	241.4988	283.1391	217.0799	211.9488	256.7837	239.2839	253.9282	244.6527
Mrpl10	726.712	690.848	772.469	828.689	681.03	724.195	873.389	748.628	669.898	727.072
Mrpl11	254.13529	299.5335	356.17875	361.8114	306.2653	312.488	327.0115	249.1564	255.234	297.5691
Mrpl12	434.819	429.283	639.308	605.047	416.538	501.721	570.896	516.994	447	462.704
Mrpl13	417.67607	423.70775	533.66127	592.22955	511.3447	429.78051	543.34	437.309	387.00805	471.9978
Mrpl14	607.084	591.757	458.798	336.749	384.65	432.695	508.327	631.241	502.745	557.858
Mrpl15	235.9992	246.0526	294.2876	267.0455	251.013	236.7041	334.8675	272.4457	227.0708	269.631
Mrpl16	259.537	260.545	362.444	409.056	283.254	319.532	376.073	253.274	231.976	228.446
Mrpl17	547.5465	542.0598	716.4216	792.4137	642.1403	664.5208	724.3913	603.6935	577.9771	628.1087
Mrpl18	413.963	385.842	533.589	491.444	382.421	419.517	471.374	420.947	388.824	449.861
Mrpl19	219.92	235.89	274.817	339.581	301.624	277.835	305.644	250.676	187.654	271.865
Mrpl2	472.6539	443.07	678.6752	617.2451	478.8121	562.5231	564.7249	490.58098	455.40165	459.67184
Mrpl20	273.69452	274.28883	490.14837	619.89116	379.2462	385.1775	352.65173	343.4912	279.77401	285.644
Mrpl21	182.51441	244.1792	245.66592	232.07763	157.16354	211.34558	228.90468	222.3908	154.7719	285.1093
Mrpl22	186.394	182.015	199.079	222.397	189.929	210.963	197.469	221.052	130.836	208.478
Mrpl23	15.9715	20.0029	96.4128	64.1878	53.8025	55.06966	36.8729	29.51829	23.8896	31.46083
Mrpl24	971.1409	953.8035	908.7174	751.0983	742.0424	782.0022	1001.1457	1168.2105	978.6436	1173.2862
Mrpl27	434.83	462.804	495.145	522.173	464.994	544.656	527.489	419.437	391.208	433.112
Mrpl28	363.92416	383.45881	442.542	453.32556	308.117	436.76849	463.99234	394.55796	362.4972	408.27929
Mrpl3	295.0942	325.80588	333.8739	363.3222	291.952	278.9668	334.02642	362.173	300.0358	359.31137
Mrpl30	470.96796	442.92085	574.96643	650.85898	543.99131	454.93657	542.91198	475.92963	400.98111	470.71082
Mrpl32	180.636	161.02	190.744	158.639	182.322	151.068	224.477	186.901	184.275	167.56
Mrpl33	301.683	300.102	435.639	523.211	392.224	389.085	359.536	280.075	327.851	426.09
Mrpl34	218	270	293	216	197	278	328	283	236	278
Mrpl35	216.292	232.164	251.321	229.629	201.785	191.952	200.252	254.136	213.11	206.863
Mrpl36	333.00026	343.9995	368.9998	331.99982	276.0003	285.9999	366.99973	367.9996	310.0003	333.0005
Mrpl37	647.907	662.845	731.31	760.949	587.608	659.588	783.448	724.101	620.56	724.331
Mrpl38	461.922	463.846	467.123	361.4	336.852	387.429	416.6	501.208	453.917	500.163
Mrpl39	543.889	432.251	563.127	548.366	477.239	449.689	556.254	537.222	451.67	476.55
Mrpl4	698.23453	657.61567	573.92649	591.61716	498.0672	558.5924	636.1061	808.77795	726.2312	796.55507
Mrpl40	207.3054	271.4727	296.1043	338.5633	266.7029	264.9131	324.0332	278.9525	272.6941	313.3475
Mrpl41	262.99999	268.99969	354.99993	351.9997	271.99977	317.99955	360.99994	264.99965	261.00024	288.9998
Mrpl42	453.0422	452.63494	495.23695	447.60227	417.29581	418.40832	571.03	498.13075	449.18898	444.60035
Mrpl43	472.732	423.604	542.554	537.891	449.446	440.428	508.717	442.344	451.633	459.612
Mrpl44	295	298.478	286.034	327.787	245.1	260.419	262.994	336.025	286.436	341.81
Mrpl45	274.55	308.632	386.98526	372.76578	366.36003	331.98	311.385	347.13469	274.64919	296.744
Mrpl46	223	227.296	228	278.171	253	263.203	277	209	181	247.388
Mrpl47	188.735	212.937	223.635	208.216	210.582	174.296	209.887	201.512	179.038	207.692
Mrpl48	665.8117	612.4434	561.3301	741.5681	592.54931	599.3595	627.6783	650.2397	544.9908	690.3258
Mrpl49	444.9997	566.00003	413.00013	415.99981	393.0001	394.99983	552.0001	540.99968	520.00013	501.0003
Mrpl50	512	450	448	544	414	432	454	447	473	443
Mrpl51	447.696	410.789	529.185	447.265	420.148	462.827	596.641	446.041	398.613	454.171
Mrpl52	321.6012	333.77374	473.60997	528.48447	386.2906	392.92921	438.81317	346.10857	276.57868	372.3506
Mrpl53	320.964	351.236	377.91	424.512	294.8	360.903	438.375	361.172	309.187	380.478
Mrpl54	202.131	249.033	319.554	341.981	259.594	281.889	316.379	239.13	224.418	292.65
Mrpl55	258.99949	208.9999	222.0001	289.9996	196	201	178.99998	277	229.00002	253.99994
Mrpl57	212.894	217.557	280.079	292.096	203.749	210.517	259.084	203.353	199.655	246.097
Mrpl58	414.32	427.144	409.854	489.356	430.481	397.943	483.173	516.2517	495.129	493.34991
Mrpl9	705.769	774.72769	791.4251	781.1082	615.1736	658.54458	713.0396	790.517	638.11945	848.8246
Mrps10	226.2016504	241.513	317.69112	351.10438	267.29815	275.42825	285.1381802	258.73874	218.482	273.21321
Mrps11	149.023	170.31	212.903	226.85	158.599	190.84	219.237	198.818	159.286	152.248
Mrps12	325.9998	317.0004	353.00025	352.00024	297.00008	317.9999	333.9996	359.0003	318.9999	348.99974
Mrps14	361.8545	272.9883	386.5062	382.9189	291.2694	304.394	315.82337	353.79962	254.09524	340.41891
Mrps15	326.549	293.777	381.948	272.627	312.198	353.05	408.248	357.485	324.018	397.939
Mrps16	130.584	122.245	183.282	135.243	108.099	163.564	151.261	118.109	105.251	119.502
Mrps17	734.8965	721.67866	772.15685	682.3998	610.69601	552.61862	773.03951	820.6535	701.85075	799.64958
Mrps18a	448.747	482.6465	483.6307	493.521	424.757	417.3092	559.8015	505.436	395.5271	464.71459
Mrps18b	204.74499	246.16913	353.21727	355.408452	240.09476	278.198706	289.50136	223.29485	180.44234	224.03544
Mrps18c	266.5743	270.91629	373.17925	417.4627	320.0785	273.125	341.59645	268.7905	249.49978	266.93378
Mrps2	246.38	253.431	313.743	378.14	277.587	268.551	328.789	325.571	272.645	296.402
Mrps21	404.4381	369.9999	384.7502	422.8395	402.8576	422.72429	499.898844	486.00037	395.68363	454.567995
Mrps22	170.573	171.533	191.228	211.522	168.282	179.537	214.44	175.671	176.374	180.798
Mrps23	572.00025	546.00033	738.9993	778.00015	643.00003	608.99957	715.0002	643.00077	588.99977	677.00011
Mrps24	342.237	350.034	418.575	511.625	339.704	377.453	399.119	403.605	347.892	367.294
Mrps25	1103.07	1023.52	705.109	575.194	580.327	515.186	866.086	1169.94	992.356	1146.56
Mrps26	124.391	111.166	156.19	177.609	119.899	138.356	129.854	145.144	136.309	132.563
Mrps27	272	294.0001	330.9999	352.9999	298.0005	301.9999	305.9999	275.99967	258.99954	310.0001
Mrps28	201	209	266	245	165	230	251	241	192	247
Mrps30	390.962	436	494.926	519	409.932	422.876	482.957	492.913	414.97	541.975
Mrps31	243.547	290.215	246.638	266.348	228.368	222.118	250.783	267.612	277.753	263.255
Mrps33	315.64877	359.7318	378.9262	382.99949	365.92865	333.346	407.36054	466.05403	320.84395	414.22872
Mrps34	475.598	476.775	627.236	696.159	631.421	537.058	594.7	518.493	402.138	533.454
Mrps35	351.111	293.012902	234.11784	232.956	230.69735	225.1	247.703	281.177	263.54336	329.184311
Mrps36	243.8607	211.4371	225.6787	233.3163	188.4586	192.783	284.60814	241.7153	190.151	222.8017
Mrps5	374.646	369.803	355.941	379.44846	315.649	292.233	405.251	418.092	367.279	372.921
Mrps6	196.207	199.231	284.063	287.53	230.247	278.742	275.609	310.529	216.517	252.545
Mrps7	605.394	510.76	643.812	632.603	539.434	530.524	657.913	587.881	509.374	639.632
Mrps9	400.066	360.562	329.071	391.075	239.741	289.988	365.924	384.722	346.784	409.084
Mrrf	464.21	423.59	430.117	491.958	379.87	440.82	500.669	454.801	418.766	434.288
Mrs2	1003.86	1143.68	1375.68	1797.07	1203.44	1282.08	1494.93	1172.01	1030.69	1093.71
Mrtfa	1219.4506	1245.0241	1366.20038	1386.30626	1249.3226	1418.03922	1486.463	1302.485	1094.856	1341.49196
Mrtfb	1034.77135	1156.06683	1813.00298	2373.4069	1845.93262	1735.55249	1884.1436	1330.72665	1126.42147	1283.5371
Mrto4	256.799	254.67152	429.00477	420.70576	277.55851	321.39354	330.89263	326.34406	253.90506	302.22397
Ms4a1	640.446	565.302	142.128	50.3035	214.582	72.5757	206.61	668.27	498.99	587.631
Ms4a10	0	0	0	0	0	0	0	1	0	0
Ms4a12	20.1201	22.3968	24.2929	33.2166	30.0018	19.2807	29.0602	21.9322	28.2813	23.6853
Ms4a13	0	0	0	0	0	0	0	0	0	0
Ms4a14	20	19	95	112	131	122	117	26	20	25
Ms4a15	3	11.000001	1.00502	3.04011	4	5.00054	3	10	7.00894	13.0028
Ms4a18	0	0	0	0	0	0	0	0	0	0
Ms4a19	0	0	0	4	0	0	0	0	0	0
Ms4a2	24.00002	29	3	6	5	6	15.222	19.99995	8	23
Ms4a20	0	0	0	0	0	0	0	0	0	0
Ms4a3	0	0	0	0	0	0	0	0.287849	0	0.71231
Ms4a4a	56	48	368	511	314	158	98	50	39	108
Ms4a4b	192.673	222.964	116.769	91.327	144.726	72.888	114.413	205.457	222.448	244.61
Ms4a4c	197.9333	181.32994	214.00012	43.00004	99.00001	47	87.99996	200.9181	182.96919	309.5715
Ms4a4d	744	816.67	367	360	295	267	299	828	793	773
Ms4a5	0	0	1	0	0	2	0	0	0	0
Ms4a6b	238.9131	296.397	552.294	460.384	423.212	266.117	273.032	315.95	264.783	446.655
Ms4a6c	229.438	336.571	1088.31	884.05	843.112	647.149	590.745	340.867	269.955	628.036
Ms4a6d	102.64036	108.00032	1332.31954	1358.52135	1064.7362	793.1993	553	131	118	228.99952
Ms4a7	41.9881	34.51699	351.6297	242.5848	510.78717	334.9903	368.14305	55.64513	46.04348	39.4251
Ms4a8a	132.688	141.766	331.737	439.675	256.498	389.869	288.729	203.713	158.002	237.845
Msantd1	31.00006	23.00002	33.00002	27.53311	42.77608	38.99997	37.00005	36.99998	26.00002	33.99996
Msantd2	392.88476	355.152	318.24265	330.69662	299.22018	280.50363	376.36144	450.35863	349.84614	435.52771
Msantd3	166.0003	157.7916	229.9998	346.4031	194.9996	180.0003	212.3102	201.9998	149.30127	153.0002
Msantd4	724	728	824	796	776	766	983	835	750	770
Msantd5	1	1	1	4	1	4	3	0	0	3
Msc	12.9	10.70616	24.7652	22.734	30.9388	17.4034	19.79494	17.8679	28.3408	25.2061
Msgn1	0	0	0	0	0	0	0	0	0	0
Msh2	615.613	551.775	449.693	488.251	487.027	491.901	607.367	624.602	544.051	556.592
Msh3	143.3334	175.616	197.2473	234.532	201.4064	209.234	252.3645	177.28899	160.4214	177.35323
Msh4	1	1	4	3	1	4	1	0	0	1.07947
Msh5	43.7948	68.5353	35.7026	49.7878	38.70084	36.4601	58.7293	77.8425	64.4751	38.6695
Msh6	477.03329	445.00026	616	565	487	504	673	535	503	505
Msi1	18.55743	27.5487	35.44096	31.18541	37.8497	47.54177	33.34222	29.78649	24.6552	19.3807
Msi2	2171.90114	2193.52942	1336.94795	1476.46306	1272.77631	1157.74516	1720.86712	2294.18673	1914.78163	2092.91219
Msl1	3597.77074	3643.44853	3461.6498	3423.3117	2992.63667	3022.7215	3653.8471	3940.2489	3510.4683	3863.02122
Msl2	1453.003	1481.004	1295.004	1320	1123	1136	1541.006	1624.002	1464.995	1595.001
Msl3	454.3862	469.5828	560.7745	631.785	497.431	510.2097	641.1065	505.0293	480.3283	502.808
Msl3l2	458	441	205	179	164	209	331	422	390	411
Msln	1116.676	820.7959	1911.5952	4291.466	2010.7653	2658.445	1703.457	977.5066	813.3	713.1557
Mslnl	4	7	12	22	9	23	15	6	6	4
Msmb	0	0	0	0	0	0	0	0	0	0
Msmo1	767.4782099	911.21495	770.1764	974.16275	633.37649	662.0017	720.428	882.09964	897.78221	822.23813
Msmp	0	0	0	0	0	0	0	0	0	0
Msn	20843	22557.8	26450.5	29248.7	21598.3	24523.5	27450.5	23837.9	20491.3	24243.5
Msr1	58.92875	88.9403	1463.99439	1717.135	1100.365	862.29	650.5619	78.435	60.00002	125.2751
Msra	293.14	334.432	257.2967	276.4531	236.204	279.4282	348.2343	300.55192	297.5204	383.5465
Msrb1	1247	1286	2521.001	2390.004	1825	2283.004	2157.003	1508	1229	2449.005
Msrb2	296.483	292.613	191.45	155.581	169.668	224.306	216	294.463	301	304.043
Msrb3	1946.38	2042.34942	1844.10357	2593.18	1948.11	2161.24	2491.71	2214.62	1992.8	2100.34
Mss51	36	25	36	60	39	31	46	35	34	26
Mst1	52	61.8578	44.8249	33	52.7418	51	37.0938	70.9972	65.9943	71.4207
Mst1r	161.008	152.542	180.618	196.523	134.06	197.319	234.294	142.991	143.873	117.969
Mstn	0	6	0	2	2	1	1	1	1	0
Msto1	387.7565	405.5776	534.8141	564.238	496.21689	439.6029	484.2949	382.7816	376.2059	399.9264
Msx1	102.081	100.778	119.861	198.134	140.044	118.122	128.486	115.533	87.1363	101.167
Msx2	2.01009	1.00379	4.00081	0	3.0048	3.001	1.00124	1.00106	1.01574	3.00348
Msx3	0	1	1	1	7	2	2	0	1	3
Mt1	359.99949	476.9997	4479.996	5669.0042	2770.9995	1922.0029	1515.0017	554.9999	544	540.9999
Mt2	126.8924	176.0001	5508.003	7148.003	2623.003	1513.0027	960.9996	253.0003	236	202.0001
Mt3	42	83.99998	94.99996	56	48.99996	53.99999	31	33	28	30
Mt4	0	0	0	0	0	0	0	0	0	0
Mta1	1408.63709	1650.393821	1835.205482	1698.7963	1523.600982	1507.103264	1681.204835	1656.968757	1611.255665	1477.389023
Mta2	2842.54	2659.75	3376.78	3243.31	2812.12	2720.19	3094.45	2949.04	2626.93	2788.11
Mta3	632.05135	673.49424	776.70387	804.70958	736.9227	681.0571	692.72657	677.98211	599.72039	712.0054
Mtap	461	458	595.957	681	484	477.803	569	515	405.948	466
Mtarc1	9.000005	4	9	4	9	8	6	13	7	6
Mtarc2	1065.03407	1121.93683	1069.84	994.5648	924.0499	929.319	1015.96	1154.30003	1064.6321	1114.6
Mtbp	162.23122	163.87629	231.10269	331.2838	185.5046	189.2218	255.5188	148.262	162.3835	177.999
Mtch1	2676.4738	3224.3047	3843.10964	4003.49003	3087.45	2942.7504	3544.131212	3793.990806	2821.0878	3098.2789
Mtch2	1090.91453	1107.9873	1535.32	1926.0627	1377.8308	1313.64919	1399.1428	985.4178	909.17115	1054.0664
Mtcl1	2442.9927	2582.9284	893.1938	880.1625	745.1309409	1185.5043	1740.000001	2738.0334	2383.3	2575.3856
Mtcp1	144.27267	137.47581	100.45282	82.11251	99.2212	128.896	133.0819	162.037	144.6423	151.09753
Mtdh	1972.17505	2156.89069	2290.1391	3185.96143	2186.7734	1964.8022	2256.91461	1934.9198	1948.4467	2107.63394
Mterf1a	67.61979	81.0647	59.9771	77.8278	57.34717	77.9448	72.6504	100.2089	79.1038	87.88372
Mterf1b	49.3779	33.1135	30.0229	20.2008	24.889	20.5031	28.937	49.891	40.3949	42.7372
Mterf2	89.81872	108.0001	92.00004	94.28903	72.99997	87.062	87.00002	104.99992	85.99997	91.38337
Mterf3	333.28344	328.94	290.21188	255.51385	285.94395	206.56367	293.02846	349.1666	303.62877	341.2497
Mterf4	440.0866	439.7911	330.7725	220.9143	219.3887	241.0451	270.4308	395.3682	426.6857	445.8421
Mtf1	710.84	592.999134	634.60668	660.73207	484.59997	614.32345	696.58237	896.0533	597.954545	600.818
Mtf2	326.421	362.871	302.978	348.196	276.57445	217.412	390.56096	410.32772	309.258	317.119
Mtfmt	163.246	149.3	180.923	159.732	124.016	140.886	187.532	168.467	141.51	136.56
Mtfp1	104	93	70	68	50	74	91	131	91	135
Mtfr1	534.0935	575.15074	518.09672	582.43781	487.20982	456.6882	502.1235	631.26588	563.56596	619.7554195
Mtfr1l	2030.1577	2169.8928	1967.6748	2428.7034	1791.4101	1982.2589	2145.2931	2056.466	1984.1199	2272.6019
Mtfr2	14.0253	10.73645	74.4131	61.2303	57.137071	38.20493	55.14322	0	12.5987	15.0558
Mtg1	129.506	114.961	141.329	161.318	133.72357	100.93289	119.40316	185.495	122.39	162.368
Mtg2	82.3956	64.6669	29.5868	46.5391	33.73440185	33.2866	60.6897	90.0387	64.3415	69.9981
Mthfd1	2108.641	2454.9976	1492.0696	1537.3465	1197.9631	1470.0359	1714.5	2316.7224	2300.8077	2236.5692
Mthfd1l	152.00028	154.194	408.698	728	380.9998	313	356.8689	180	128	194.9999
Mthfd2	99.8836	123.99986	439.278	331.871	269.49102	268.67167	295.90565	178.77844	110.99978	176.61023
Mthfd2l	156.8133	165.4607	162.9422	235.7611	177.9973	137.2439	196.3259	174.5948	177.8775	115.6286
Mthfr	1170.0573	1127.0373	1476.0565	1205.6758	1272.5324	1273.9945	1342.0643	1276.9443	1230.6418	1154.044
Mthfs	140.997	96.4588	125.0343	108.62143	107.3949	85.2928	118.356	108.749	118.766	128.381
