Gene name	CMC_heart_24h_MI_16_011_S11	CMC_heart_24h_MI_20_012_S12	CMC_heart_24h_MI_30_013_S13	CMC_heart_24h_MI_32_014_S14	CMC_heart_24h_MI_34_015_S15	CMC_heart_24h_SHAM_13_016_S16	CMC_heart_24h_SHAM_17_017_S17	CMC_heart_24h_SHAM_19_018_S18	CMC_heart_24h_SHAM_21_019_S19	CMC_heart_24h_SHAM_25_020_S20
Scaf1	429.6333	841.4892	693.4839	759.5128	1107.7887	327.4523	303.3608	202.413	231.37565	449.732
Scaf11	489.528	817.636	618.192	727.93	1120.006	375.001	379.508	334.118	420.925	545.411
Scaf4	0	0	0	0	0	0	0	0	0	0
Scaf8	0	0	0	0	0	0	0	0	0	0
Scai	129.939	187.652	150.253	137.007	203	149.999531	116.56	83	71.8781	147.617
Scamp1	607	773.99037	642.039	791.99973	1081.00191	601	460.047	382	399	700
Scamp2	361	574.82001	441.40925	502.2374	782.08614	234.58467	222.393	204	271.99959	263.573
Scamp3	297.8522	471.003	395.319	338.7703	603.113	220.9996	186.0873	197.0925	214.3606	263.1284
Scamp4	212.958114	373.661344	374.53199	283.79788	602.21343	148.234	144.10163	127.277	125.253	178.94082
Scamp5	135.94	144.63048	128.3867	131.1394	179.58334	112	82.7742	72.3969	69.2312	118
Scand1	93.697	115.665	85.0593	91.8513	140.204	72.8226	52.8975	55.5572	48.9352	69.9528
Scap	314.994	594.96746	460.01031	457.26243	695.413	229	222	177	130	338.608
Scaper	202.63732	277.0002	237.9999	236.0005	335.0003	275.0000394	263.999608	146.0001	204	274.9997
Scara3	98	54	60	84	106	79	33	23	52	52
Scara5	345.612	284.00042	228.951	317.343	372.754	384.56017	387.257	151	204.471	391.785
Scarb1	239.5801184	494.91776	413.75416	426.023	710.74527	242.1984	203.7587	148.899	197.00043	225.0153
Scarb2	2821.87	3713.7	3526.78	3499.77	5084.43	2846.7	2511.89	1587	2083.98	3448.9
Scarf1	88	195	145.0002	97.8835	205.091	75	64	40.0406	74	80
Scarf2	0	0	0	0	0	0	0	0	0	0
Sccpdh	859.885	921.802	921.748	1013.02114	1456.00732	873.877	698.818	574.906	632.9	977.62647
Scd1	215.187	280.197	245.99	327.77	388.865	201.366	150.766	95.3893	114	191.985
Scd2	387	482.121	356.264	311.67	536.751	344.595	281.808	214	257	367
Scd3	5.03202	2.65117	3.12645	1.03882	3.15164	4.06566	0	1.02999	0	2.03073
Scd4	1175.04	2068.43	2692.83	3168.73	4172.38	334	632.426	472.675	569.351	375.895
Scel	0.999999728	2	0.999999506	3.000001131	0	2	0	0	0	0
Scfd1	517.53587	629.63209	774.46937	670.99191	999.67092	420.75949	363.777	211.907	319.10599	468.44991
Scfd2	97.55754	133.8049	139.84392	118.773	193.3987	87.2134	86.07906	53.03187	102.45659	72.51094
Scg2	0	1	0	1	1	0	0	0	1	0
Scg3	0	2.92578	0	0	1.48228	1	0	0	0	1.47691
Scg5	0	0	1	0	0	0	0	0	0	0
Scgb1a1	0	0	0	1	0	0	0	0	0	0
Scgb1b10	0	0	0	0	0	0	0	0	0	0
Scgb1b11	0	0	0	0	0	0	0	0	0	0
Scgb1b12	0	0	0	0	0	0	0	0	0	0
Scgb1b15	0	0	0	0	0	0	0	0	0	0
Scgb1b17	0	0	0	0	0	0	0	0	0	0
Scgb1b18	0	0	0	0	0	0	0	0	0	0
Scgb1b19	0	0	0	0	0	0	0	0	0	0
Scgb1b2	0	0	0	0	0	0	0	0	0	0
Scgb1b20	0	0	0	0	0	0	0	0	0	0
Scgb1b24	0	0	0	0	0	0	0	0	0	0
Scgb1b27	0	0	0	0	0	0	0	0	0	0
Scgb1b29	0	0	0	0	0	0	0	0	0	0
Scgb1b3	0	0	0	0	0	0	0	0	0	0
Scgb1b30	1	0	0	0	0	0	2	0	1	0
Scgb1b7	0	0	0	0	0	0	0	0	0	0
Scgb1c1	46	64	71	87	71	51	42	26	47	60
Scgb2a2	0	0	0	0	0	0	0	0	0	0
Scgb2b11	0	0	0	0	0	0	0	0	0	0
Scgb2b12	0	0	0	0	0	0	0	0	0	0
Scgb2b15	0	0	0	0	0	0	0	0	0	0
Scgb2b17	0	0	0	0	0	0	0	0	0	0
Scgb2b18	0	0	0	0	0	0	0	0	0	0
Scgb2b19	0	0	0	0	0	0	0	0	0	0
Scgb2b2	0	0	0	0	0	0	0	0	0	0
Scgb2b20	0	0	0	0	0	0	0	0	0	0
Scgb2b21	0	0	0	0	0	0	0	0	0	0
Scgb2b24	0	0	0	0	0	0	0	0	0	0
Scgb2b26	0	0	0	0	0	0	0	0	0	0
Scgb2b27	0	0	0	0	0	0	0	0	0	0
Scgb2b3	0	0	0	0	0	0	0	0	0	0
Scgb2b7	0	0	0	0	0	0	0	0	0	0
Scgb3a1	12.99997	25.00003	19.99996	17	34.99999	2	7	2	17.00002	18.00003
Scgb3a2	0	0	0	0	0	0	0	0	0	0
Scgn	0	0	0	0	0	0	0	0	0	0
Schip1	1163.9993	1346.999	1211.99936	1076.99668	1792.9947	1318.99999	1020.0006	859.0004	927.99972	1607.00321
Scimp	2	17	13	14.00003	21.999961	4.0000017	1.9999971	2	1	1
Scin	42	42.2894	40.813	45.3734	54.8736	53.9787	44	40	53	21.67709
Sclt1	32.8921	50.6469	0.00238106	71.6135	68.3627	31.7551	47.59	19.7524	19.7839	87.2633
Scly	114.82015	182.45563	155.32701	157.73137	220.76283	99.64113	84.26432006	74.57535	80.09136	135.98236
Scmh1	307.1748932	373.7509	358.5897	507.3487	570.0068	312.81209	313.14099	182.54284	213.9315	411.7998001
Scml2	5.999999	6	6	6.86731265	8.000001961	14.4181643	3.281549464	2	9	8
Scml4	16	35	28.4161	35.13023	60.783	18.68711	7.91279	10	5	18.7038
Scn10a	24.0306	11.0077	18.00860021	16.0047	27.01045	39.0365	20.02892423	16.0108	17	17.02812
Scn11a	0	0	0	0	4.000000195	0	1.000000144	0	0	0
Scn1a	0	0	0	0	0	0	0	0	0	0
Scn1b	113.5576	169.4769	107.0228055	157.1179	165.7046	80.1979	77.6854	90	92	101.0513
Scn2a	1	5.65511	3.21678	5.07146	6.46694	0	10.0014	3	2.36021	4
Scn2b	3.67345	8.10565	4	10.8066	4.06498	6.63043	9.21302	2.02656	6.01426	1.00425
Scn3a	29.81377	34	27.999954	66.9297	51.88974	20	53	6	15	37.99995
Scn3b	11.5969	19.99999761	27.00002573	19.68950005	28.99998105	7	5.75415389	2.99999813	0	12.00000466
Scn4a	180	339	201	268	351	209	251	135	179	308
Scn4b	270	443	179	247	428	404	492	359	323	581
Scn5a	4220.96628	9222.9882	7646.99	8486.996	12785.9585	2696.9628	3373.9761	1810.9911	2056.997	4729.97158
Scn7a	382	330	342	414	532	441	532	233	304	459
Scn8a	4.999999377	5.83138549	2.13357443	0.999999979	6.661355	0	0	0	1.999999964	0
Scn9a	0	0	0	1	0	0	0	0	0	0
Scnm1	144.6601	128.3116	150.8093	170.6598	226.7508	114.9303	110.2788	81.1824	84.6156	185.4856
Scnn1a	7.999993	8.0000052	10.059378	6.999997	9	7.0472	4	0	8	8
Scnn1b	0	0	0	0	0	0	0	0	0	0
Scnn1g	0	1	0	0	0	0	0	0	0	0
Sco1	204.54775	301.1271	314.2936	292.0419	460.8068	224.8745	174.6109	127.445	154.382	218.5650196
Sco2	0	0	0	0	0	0	0	0	0	0
Scoc	556.9641	654.61125	661.4759	572.81127	931.89136	550.79586	464.95164	371.81177	489.98731	616.97342
Scp2	4486.1	5401.42	4695.05	5879.03	7323.09	4429.31	4067.77	3043.642	3712.414	4952.64
Scp2d1	0	0	0	0	0	0	0	0	0	0
Scpep1	200	281	280	258	339	127	134	99	152	136
Scrg1	1	0	0	1	6	7	1	0	1	0
Scrib	232.70442	439.464883	432.2510003	390.38018	594.78434	206.3517538	194.1833	119.80477	116.4668463	313.384
Scrn1	121.04456	130.26322	90.99995	101.97401	115.8565	104.88749	111.00025	93	84	122.99976
Scrn2	73.99998	106	72.99999	69.99996	123.3553	94.02378	104	50.18629	45.00003	79.18679
Scrn3	423.6114	489.203	396.1575	395.0087	590.5529	473.4233	428.9671	340.0002	351.9998	680.6587
Scrt1	0	1	0	1	2	0	0	0	0	1
Scrt2	0	0	0	0	0	0	0	0	0	0
Sct	1	0	0	0	0	0	0	4	0.99999995	0
Sctr	0	0	0	0	0	0	0	0	0	0
Scube1	7.1318	8.634054	6.08879	6.12757	12.0048	3.255218	4.257125	2	11.0135	7.17634
Scube2	53.5626	120.3506	138.5938	108.005	219.2046	78.71085	140.06	49.13664	44.0759	158.2516
Scube3	0	0	0	0	0	0	0	0	0	0
Scx	0	0	0	0	0	0	0	0	0	0
Scyl1	793.612	1257	1013.39	1084.85	1576.84	635.636	619	390	517	751.824
Scyl2	259.5910175	466.7749	418.661377	499.949	722.522	242.291	201.1245	139.135	88.9204	343.1002
Scyl3	88.3854	168.4589	119.89451	137.375	207.10383	52.2544	101.944221	27.2257	95.36388	107.085
Sdad1	266.9997	504.0661	559.0413	606.3309	879.5348	212.0141	178.0002	120	147	264.58528
Sdc1	266.0003	534.99961	360.9999	388.0003	674	73.0000055	74	66.00002	90	87
Sdc2	809	839	801	738	1124	699	694	455	584	734
Sdc3	952.00016	1369.39	1220.39497	1389.62765	1641.36	696	570	421	418.779	677.285
Sdc4	508.526	840.341	889	1087	1387	258	180.131	140	192	227.714
Sdcbp	2435.99738	3798.9997	3748.00459	3801.9971	5623.99891	1610.00193	1425.18321	1125.00049	1255.99979	1712.9985
Sdcbp2	26	62	41	69	66	11	8	3	8	18
Sdccag8	86.4202	123.621	101.669	117.257	176.452	65.3942	78.6693	38.0145	49.2853	90.56387
Sde2	171.986	372	304	342.804	483.001	169	148.927	100	119	173.899
Sdf2	496.918	655.768	641.788	608.663	939.368	423.71	368.414	286.879	338.799	445.408
Sdf2l1	0	0	0	0	0	0	0	0	0	0
Sdf4	1154.2913	1542.2971	1493.71487	1610.1194	2128.43559	981.36106	834.00011	613.99938	759.55106	1186.39405
Sdha	18671	22587.1	19741.8	25163.3	30732.2	18910.8	15724.6	12122.39876	13854.3	21408.4
Sdhaf1	239	340.833	274	286	409.835	203	191	169	212	230
Sdhaf2	757	945.472	967	927.887	1305.92	771.202	653	498	533	882.876
Sdhaf3	151.321	178	146.566	177.642	263.37	180	149.684	90.5901	108.104	215.274
Sdhaf4	299	370	268	267.754	417.129	313.137	294.967	220	258.434	430
Sdhb	9579.51	11212	9423.98	11519.3	14824.4	8565.46	7224.54	5779.61	6169.5	9731.03
Sdhc	5403.9468	6548.7996	5420.9994	6669.8553	8824.9968	4970	4224.004	3489.9967	3829.99631	5817.0078
Sdhd	6635	8030	6738	7777	10270	6646	5869	4491	4912	7208
Sdk1	13	11	19.83881	16	28.5535	2.55733	7.83706	11	5.85995	10
Sdk2	25.9728	63.546	52.0131	81.9507	88.5088	22.0946	28.3299	1.00021	4.00207	16
Sdr16c5	0	0	0	0	0	0	0	0	0	0
Sdr16c6	0	0	0	0	0	0	0	0	0	0
Sdr39u1	508.717	583.55195	487.09756	549.416	827.20682	484.21323	458.511	381.675	427.09	543.57724
Sdr42e1	49	48	32.99999	26	32.99997	52	44	30.99997	30	61.00002
Sdr9c7	0	0	0	0	0	0	0	0	0	0
Sds	11.7605	2.01272	4	9.1727307	5	6.01332	2.24255	6	21.5788	5.47634
Sdsl	69	94	80.00003	79	150.00002	64.99999	35	41.99995	51	71.99999
Sebox	0	0	0	0	0	2	0	0	0	1
Sec1	11	10	18.8328	25.5956	23.2766	2	5	3	1	4
Sec11a	333.73514	575.769	403.92448	412.4282	762.821	184.152	217.539	162.08386	184.939	280.723
Sec11c	300.931	322.533	292	292.809	341.302	190.015	130.493	138.942	134.324	146.19
Sec13	725.716	1190.49	1151.88	1165.53	1792.84	483.891	438.086	366	387.884	654.965
Sec14l1	727.98541	1035.07384	866.09037	863.9194	1187.2058	766.951	693.4474	370.7836	352.0035	724.699
Sec14l2	18	11	13	13	22	7	3	3.48458	4.86034	10.5132
Sec14l3	2	2	0	0	3.00028	0	0	0	0	0
Sec14l4	1	1.19502	0	1.22214	1	0	1	0	0	0
Sec14l5	3	6	7	4	7	11	8	4	2	7
Sec16a	520.1113878	1002.15437	912.695	1061.39616	1546.4602	497.082382	517.23998	216.5518	302.570919	600.5857
Sec16b	51.00000174	77.99996776	58.0000292	66.4838	99.99996	33.99996229	32	19	18.95130103	53
Sec22a	261	295.237	265.288	275.878	435.571	177.721	202.943	138	160.217	223.995
Sec22b	244.04251	318.63403	310.33706	296.93346	460.4921	160.917	143.36622	142.346	199.55236	208.26
Sec22c	94.18006	148.5555	136.5301	100.8228	223.3664	115.1421	108.7664	59.1765	86.54894	111.1351
Sec23a	750	1052.458492	1136	1169.599	1751.997	707.999566	611.9996	368	465.895	957
Sec23b	169.31312	350.8993	396.3137	411.8893	436.91052	71.4158	100.555	108.95005	78.859	151.6094
Sec23ip	405.581	626.284	501.668	575.314	847.47	324.351	294.537	189.957	247.729	381.016
Sec24a	235.621	401.4527	390.0673	513.7925	645.7688	251.37252	200.155	153.778	173.293	260.31719
Sec24b	375.6587	619.7491	571.50246	682.4527	914.8529	304.289	265.5085715	143.287	194.949	317.4202
Sec24c	1045.35101	1882.99056	1546.80578	1755.719039	2458.2087	812.0924225	752.71349	633.99969	620.783	942.86421
Sec24d	542.13708	1052.13	986	1117.08484	1476.28201	341.255	324.479	160.872	233.782	481.37424
Sec31a	938.24175	1585.076296	1548.2948	1678.32268	2497.87555	835.76013	699.4723	483.59324	518.22714	993.72249
Sec31b	142	171	136.548	193	254.048	159	125.469	85	88.5327	211
Sec61a1	699.279	1510.83	1226.23	1307.92	1784.76	370.103	302.693	276.169	350.999	452.581
Sec61a2	118.129	158.348214	154.52307	164.9163	278.656939	129.106	86.567871	80.97314	76.2225	142.70512
Sec61b	293.00032	446	344.00048	317	570.927	117	117	105	116.943	109.00012
Sec61g	202.04571	324.00635	241.7902	240.94829	351.59998	119.82699	88.56	85.11543	86.06227	161.46919
Sec62	1014.26	1390.61	1257.42	1385.02	1905.89	926.807	823.745	454.844	580.42	1030.58
Sec63	870.247	1094.2	1156.56	1240.54	1657.33	739.82	586.094	485.369	486.078	932.278
Secisbp2	169.32412	368.15505	297.8627	339.57996	484.2661	190.89011	161.30534	111.626	97.3256	211.0002
Secisbp2l	532.8233	800.99986	846.9459	941.8355	1239.7702	512.00016	430.9645	281.99965	373.00033	595.78498
Sectm1a	0	2.000001	1	1	1	0	0	0	0	0
Sectm1b	0	0	0	0	0	0	0	0	0	0
Seh1l	668	963	870	1052	1413	483	325	275	331	562
Sel1l	958.7951	1404.1866	1450.8655	1526.89	1938.275	865.3479006	791.2948	492.6352	720.9359	996.31
Sel1l2	0	0	0	0	0	0	0	0	0	0
Sel1l3	12	18.9937	20.2351	20.2692	25.9267	6.76275	12	8.98896	22	4.04814
Sele	47	148	120	204	272	13	13	17	6	21
Selenbp1	1460.5	1428.71	1148.98	1920.17	1834.96	1338.77	1316.85	800.49	998.279	1397.7
Selenbp2	1.21138	0	1.14428	22.80344	3.4126	0	0	0	0	3.37677
Selenof	1701.20463	2286.16984	1878.64792	1782.85509	2705.50495	1449.81439	1031.904	1100.723	1264.83102	1289.626
Selenoh	139.0248	183.19382	132.00042	123.353	212.07	144	100.8786	106	138.42093	121.0004
Selenoi	262.802	374.066	368.702	360.959	670.637	241.286	152.537	145.555	197.802	270.909
Selenok	315.752	404.462	327.186	396.365	505.245	327.405	237.198	242.121	295.668	305.127
Selenom	206.542	272.185	220.922	191.841	313.187	163.132	132.432	130.485	136.05	157.537
Selenon	279.479	489.889	448.005	376.977	661	208	168	157	184	233.474
Selenoo	235.724	270.715	214.083	290.438	344.681	186.542	151.085	91.3941	112.484	189.673
Selenop	6000.66881	4375.78733	3516.89858	4181.84954	4915.62174	6002.22283	5819.74139	3009.40781	3760.79123	5530.06334
Selenos	601	752.8205	714.9996	658.4348	1030.8159	389.386	325.02065	314.0004	335.00001	413
Selenot	3044	3800.72	3840.98	3910.48	5742.56	3038.25	2528.21	1926	1981.75	3496.46
Selenov	0	2	0.242914	0	0	0	0	1	0	1
Selenow	1428	1763	1543	1716	2382	1087	894	771	971	1051
Sell	239.00021	377.00027	335.0003	312	533.0002	35	29.00001547	20	32.00005	20.99998
Selp	126.036	208.283	273.256	338.795	709.786	17.4025	15.6194	12.7065	15.9051	20.5882
Selplg	134	451.9998	227.00034	205.98006	363.9647	47	26	18.99999	53.000035	30.99995
Sem1	1720.85	2124.82	1622.88	1753.75	2731.8	1333.9	1131.97	946.953	1115.96	1541.89
Sema3a	51.99999	46.46101	59.75783	72.51381	115.79221	39.99996	29.8461	12	27.00546	44
Sema3b	408.0159637	518.9177026	524.6801562	479.69813	657.09311	310.9955	290.07111	171.8366228	280.157262	282.127279
Sema3c	165.223	190.81	323.49175	283	492.524	183.964	180.123	67.407	44.9761	153.439
Sema3d	93	69.9993	50.8406	66.9939	91.6383	67.7963	99	30.4412	50.7726	75
Sema3e	8.10357	13.0232	8.01494	15.0602	23.0636	5.0129	11	18	4.03455	6.0035
Sema3f	233.62411	680.04286	513.31768	684.1768	946.85548	117.71029	96.6481	71.8487	62.306266	99.01651
Sema3g	396	610	633	764	936	300	279	173	221	346
Sema4a	77.74700002	352.5370172	127.2341179	168.5107029	240.5779876	19.11420655	43.00003988	29.03310009	0	20.00000102
Sema4b	91.3133	133.651527	108.39118	134.598	187.8159	80.8862	48.76180074	55.1109	64.0859	83.7973
Sema4c	189.9999	295.392139	332.7819	446.8791	578.5570084	103.35364	119.74282	85	79	149.99991
Sema4d	251.7231	538.8529	347.5517	416.9146	572.3752	235.1834	200.3371	132.1162181	158.0004	243.6822
Sema4f	7	9.40117	6	6.00527	9.00261	4	1.17908	0	5.88564	3.31771
Sema4g	0	4	5	4	5	3	0	0	0	1
Sema5a	170.461	214.857	270.946	263.224	477.877	122.715	98	64	115	245.763
Sema5b	5	9.00002	3.49541	3.5003	1.18331	10.2874	1.27231	4.47975	2	13.7054
Sema6a	119.4553	278.6240163	185.35452	241.7096	353.0665192	165.82985	114.60719	159.6300007	109.435381	188.10294
Sema6b	51.344	0	0	22.4975	30.1166	0.0345851	1.11E-07	0.700085	2.48E-05	35.7811
Sema6c	16.33547	20.5889	13.3871	8.126	13.88277347	32.435052	8.84386	16.706742	46.9304	20.32257
Sema6d	386.1044	743.6246	783.661812	987.086263	1402.8413	244.50445	201.0856105	247.1170915	211.72142	305.01341
Sema7a	782	1480.72	1698.47	1913.94	2243.42	392	455	180	271	422.612
Senp1	146.9802	285.2026	211.0997	262.12	316.9501	73.86657	121.0002	57.305	85.31265	112.8616
Senp2	309	531	540	480	781	300	228	196	191	344
Senp3	294.1695	609.7084	524.2	638.8390374	816.51	315.509	263.4924	203.256	243.6155753	351.097
Senp5	26.473	18.6136	30.5583	29.9081	46.4867	0	0	0	6.56998	0
Senp6	523.57018	768.36579	866.65278	1003.82208	1290.97097	553.4557	527.2596	320.760372	309.94799	718.47118
Senp7	177.90259	204.9661604	190.58755	213.1095	327.1377	189.84487	195.738	95.2647264	102.2098	223.2081
Senp8	81.0000145	73.99991013	63.99996	58.99999	103	93.00002	78.00001	63	69.535	102.99994
Sephs1	251	325.769	314.619	368	526.52	166	137	160	156.0005	247
Sephs2	318	565	475	560	742	307	212	215	257	380
Sepsecs	231	300.978	272.751	311.967	398.838	150.995	145.598	97.2126	128.552	151.385
1-Sep	18.05525	29.6054	18.42712	24.7929	18.9852	13.168	8.74341	11	10.0064	9.000002
10-Sep	294	388.0004	414.9996	362.0002	543.9998	266.0001	248.9996	162.00017	178.9998	298.9997
11-Sep	397.01356	795.49193	764.01672	828.29096	1164.03905	250.00427	173.5793	142.17049	228.00663	317.10275
12-Sep	0	0	0	0	0	0	0	0	0	0
14-Sep	0	0	0	0	0	0	0	0	0	0
2-Sep	2441.25259	3353.94215	3352.92263	3510.612	4707.12903	1985.529	1578.151544	1234.981578	1455.99297	2141.15023
3-Sep	0	0	0	0	0	0	0	0	0	0
4-Sep	137.0557	171.8018	157.8234	220.58994	255.4714	157.71	120.4355	114.0474	106.6975	173.9813
5-Sep	0	0	0	0	0	0	0	0	0	0
6-Sep	96.00003	114.99997	93.9786	111	147	96	59.000018	64.9999	64	82.99996
7-Sep	2707.471	3412.842	3615.7684	3714.8299	5203.444	2160.7147	1966.7759	1453.1499	1595.793	2721.1807
8-Sep	470.0006	823.0007	730.9997	734.9998	1167	394.00056	416.0006	229.99993	297.00039	489.0003
9-Sep	400.4443	834.60275	754.013774	797.9105026	1054.67531	238.10639	185.00137	147.404912	161.59945	259.0939931
Serac1	69.2953	137.4726	123.8976	110.218	190.42537	101.039	76.934	52.0117	48.60119	133.227
Serbp1	2885.4607	4244.109	4609.3671	4487.189635	6956.382	2644.0303	2118.365	1807.746	2057.689	3011.88021
Serf1	55	44.99998	37.00004	45.99998	69	42.99996	24	27.99998	32	37
Serf2	3634.3879	5060.6438	4256.5313	4383.0452	6148.805	3465.0223	2866.8667	2409.6726	2604.313	3906.014
Sergef	56.49833	98.2892	65.1289	79.3753	123.882	29.8956	31.3249	38.066	36	38.4616
Serhl	414.06349	441.634	313.43063	327.84066	496.2343	368.68435	342.16471	264.956	232.16297	350.04813
Serinc1	4122.84	5460.35	5429.18	6048.78	7643.73332	3933.63	3292.61	2187	2508.94	4911.61
Serinc2	11	16.99999	13.99999	18.000012	22.00003	1	1	3.999999	6	10
Serinc3	9163.03	10452.1	8713.07	11206.8	12406.8	7967.82	8076.11	3974.03	5935.22	7893.35
Serinc4	0.228498	0	0	3.15772	0	0	0	0	0	0
Serinc5	239	307.802	299.568	264.927	419.684	221.652	184.843	125	160	211.866
Serp1	871.334	1422.35	1206.55	1242.95	1775.15	429.2	416.702	326	456.685	405.447
Serp2	0	1	5.80576	0	2.18005	1	0	2	0	0
Serpina10	0	3.09479	0	19.06668	1	0	2	1	0	0
Serpina11	0	0	0	4.00000258	2.000001088	0	0	0	1.000000033	0
Serpina12	0	1	1	0	0	1	0	1	1	0
Serpina16	0	0	0	0	0	0	0	0	0	0
Serpina1a	2.84891	5.55038	0	49.9853	10.1165	0	0	0	1.68288	4.10799
Serpina1b	1.67519	6.91016	3.33534	55.9295	8.29654	1.30885	5	1.5	3.3024	3.29537
Serpina1c	5.68896	15.5048	0	80.5412	13.5728	0	0	0	0	1.39973
Serpina1d	0	5.27301	0	46.5207	6.28138	0	0	1.5	1.6512	2.19691
Serpina1e	7.78694	20.7617	5.664658	220.0233	16.73276	2.69115	3	0	1.36352	6
Serpina1f	0	0	0	0	0	0	0	0	0	0
Serpina3a	0	0	0	0	0	0	0	0	0	0
Serpina3b	0	1	0	0	1	0	0	0	0	0
Serpina3c	26	13	8	10.0023	25	27	26	10	13	19
Serpina3f	5.07735	3.49428	5	19.19255	21.0034	5.24585	5	6	2	3
Serpina3g	20.29463	10.50901	15.64954	13.007	39.03301	17.02536	20.00004	10.0124	8	12.457636
Serpina3i	52.22	51.377	45.6083	53.8141	66.1898	19.1932	32.5465	16	17.4852	20.5496
Serpina3j	0	0	0	0	0	0	0	0	0	0
Serpina3k	10	22.2489	3	374.577	54.3448	3	6	4.38007	3.10026	10
Serpina3m	65	52.7731	43	75.4234	84.6551	16.00002	24.99999	5.61993	21.89973	31
Serpina3n	3537.98	2988.97	2860.99	3965.99	5611.96	1601.97	1480	924.988	1726	1871.99
Serpina5	0	0	0	0	0	0	0	0	0	0
Serpina6	1	0	0	0	0	0	0	0	0	0
Serpina7	0	0	0	0	0	0	0	0	0	0
Serpina9	2	7.00269	11.1734	7.06371	6.00065	6.00128	0	1.00081	0	1.00041
Serpinb11	0	0	0	0	0	0	0	0	0	0
Serpinb12	0	0	0	1	0	0	0	0	0	0
Serpinb13	0	0	1	0	0	0	0	0	0	0
Serpinb1a	254.536	331.7543	198.85793	137.99954	361.1599	112.61358	88.7793	129	193.947	124.45248
Serpinb1b	1	2	0	1	0	0	0	0	0	0
Serpinb1c	25.4634	26.9945	32.2409	14.1862	60.4459	7.11407	5.78342	3.83056	16.013	13.3803
Serpinb2	67	37	30.99999	55	109	4.00000002	1.47786	14	4	4.000000043
Serpinb3a	0	0	0	0	0	0	0	0	0	0
Serpinb3b	0	0	0	0	0	0	0	0	0	0
Serpinb3c	0	0	0	0	0	0	0	0	0	0
Serpinb3d	0	0	0	0	0	0	0	0	0	0
Serpinb5	0	0	1	0	1	1	0	0	0	0
Serpinb6a	1813.41747	2182.46008	2003.30677	2124.40251	2888.99554	1358.4934	1049.99126	815.48591	1045.85443	1440.13954
Serpinb6b	1535.392	1380.24	1763.438	1700.87	2352.084	1059.616	804.407	521.811	696.184	853.488
Serpinb6c	1.002317	1	1	1.0005519	3.00315	2	0	0	0	0
Serpinb6d	0	0	0	0	0	0	0	0	0	0
Serpinb6e	0	0	0	0	0	0	0	0	0	0
Serpinb7	0	0	0	0	2	0	1	3	0	3
Serpinb8	30.852868	62.06129	27.02816	25.174	58.26291	29.479454	21.00004	24.00001	17.5661	24.52835
Serpinb9	248	313	383	261	476	307	296	176	206	365
Serpinb9b	9.74425	14	14.6078	18.3032	17.0889	2.43526	2.43328	1	2	0
Serpinb9c	0	0	0	0	0	0	0	0	0	0
Serpinb9d	0	0	0	0	0	0	0	0	0	0
Serpinb9e	0	0	0	0	0	0	0	0	0	0
Serpinb9f	0	0	0	0	0	0	0	0	0	0
Serpinb9g	0	0	0	0	0	0	0	0	0	0
Serpinc1	38.2501	27.1786	0	53.38419	40.125	20.5769	0	27.2124	33.9626	0
Serpind1	0	0	0	0	0	0	0	0	0	0
Serpine1	4052.45	10308.79	10946.52	13304.72	16747.15	692.8624	672.4161	279.7071	717.795	364.9197073
Serpine2	398.9995	542.0004	533.9998	542.9998	961.9998	352.9999	342.0001	263.0004	306.999589	454.0001
Serpine3	0	1.05889	1.05645	0	1.03646	0	0	1.41306	0	1
Serpinf1	206.83699	242.03416	150.1666	158.999	255.082	142.3525	135.615	93.7576	79.6509	140.4515192
Serpinf2	2.000004526	2.886353105	0	14	0	0	0	0	0	0
Serping1	1280.25	1008.15857	888.87938	1195.91	1464.86	1076.32	995.051	673.446	709.1699	1217.49
Serpinh1	2683.00393	4491	5267.007567	3708.99953	8115.0036	1781.00011	1312.00066	1551.00025	1645.99738	2179.00127
Serpini1	130.788	158.345	122.60957	127.21877	165.34281	129.799	161.38221	81.1693	119.1621	121.355
Serpini2	0	0	0	0	0	0	0	0	0	0
Sertad1	251	459	352.0001	459.99993	575.00013	86	121	72	98	81
Sertad2	412.3393	659.4158	639.5008	684.5245	1038	342.9998	352.17503	240	265	399.0003
Sertad3	74	105	86	86	152	48	49	41	50	51
Sertad4	44	60	47	62	75.00002	25.99996	21.00003	25	42	43
Sertm1	3	10	6	8	12	11	2	2	12	5
Sesn1	2590.998	1789.998	1452.003	1889.004	1545	2979.996	3409.003	1028.9996	1184.0015	2085.996
Sesn2	47	148	112	130	189	32	31	20	37	28
Sesn3	219.99	303.971	304	305	448.00029	277	260.991	117	176	289
Sestd1	389	635.555	595.858	577.376	938.174	366.9996	370.9996	230.9997	262.9997	492.311
Set	1038.662	1873.03943	1455.5486	1555.81903	2651.9364	814.876	502.1613001	604.8492	780.769	701.723
Setbp1	154	192	208.947	229	260	132.86	174	58	105	200.751
Setd1a	217.9998	420.53323	381.60334	450.99996	659.7184	158.3847	162.0389	126.2927	142.9997	203.1204
Setd1b	187.42703	361.393	279.666672	347.745	526.37635	179.06655	174.9999	117.807	144.143	212.933
Setd2	516.75006	952.979	886.2674	1044.891	1181.51242	547.0504	590.87354	244.20035	326.4884	621.49934
Setd3	1295.32022	1697.10987	1572.58321	1571.25593	2296.3791	1204.18561	1055.79313	882.113	995.13321	1528.59916
